edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
46.0,1,1.73,23.36,70.06,5.1,4.6,6.9,2.7,5.8,7851.0,4.2,56.0,7.5,2.3,81.9,27.1,0.8,0.2,1.8,1.4,1.0,60.76,31.81
19.0,0,1.84,23.3,79.28,4.6,5.4,7.6,5.3,7.2,4811.0,1.9,27.0,7.1,3.7,95.1,35.9,2.2,1.3,3.2,0.6,11.0,54.72,15.8
20.0,1,1.68,33.41,94.58,6.4,5.3,4.4,5.2,7.4,7351.0,3.7,58.0,4.8,5.1,102.5,27.4,5.4,0.6,3.6,0.4,3.0,66.7,53.5
57.0,1,1.63,28.42,75.72,5.9,5.3,7.5,3.7,5.8,9693.0,3.1,96.0,6.2,4.6,129.2,21.0,1.1,2.4,2.9,2.4,13.0,80.79,40.0
35.0,1,1.65,27.5,74.67,6.3,5.9,7.6,5.3,7.3,5813.0,3.2,40.0,7.1,3.5,56.8,25.6,2.0,1.9,2.3,1.5,15.0,80.18,31.44
24.0,0,1.61,18.15,47.22,6.6,7.4,4.9,2.8,3.7,5628.0,3.6,28.0,3.7,6.8,106.5,33.3,5.0,1.4,1.8,1.9,12.0,65.61,62.05
43.0,0,1.64,11.39,30.54,7.3,5.5,3.9,3.3,6.4,8063.0,2.2,66.0,8.5,2.9,104.9,9.1,3.9,0.7,1.5,2.8,20.0,78.42,51.77
54.0,1,1.67,27.18,75.83,7.0,5.5,3.8,1.0,3.3,8018.0,5.0,63.0,8.9,0.0,87.3,22.7,9.0,1.9,1.6,2.6,6.0,87.46,71.47
28.0,0,1.59,27.21,68.58,7.0,7.0,4.4,2.0,4.4,4039.0,1.0,0.0,4.6,5.0,105.7,36.1,8.7,2.2,1.7,0.1,22.0,64.84,70.93
47.0,0,1.7,21.52,62.28,5.0,3.9,6.6,6.7,7.9,5457.0,2.5,32.0,6.4,5.4,108.7,20.9,3.3,1.6,3.3,3.2,9.0,46.31,26.3
22.0,0,1.77,23.45,73.65,5.2,4.4,6.6,6.5,8.0,6206.0,1.9,20.0,7.3,2.5,62.4,37.4,6.1,3.1,3.1,1.5,10.0,57.49,44.36
20.0,1,1.63,26.09,69.09,5.4,5.5,6.2,4.1,5.9,7083.0,2.9,44.0,4.9,2.3,125.0,36.3,6.5,2.0,2.4,1.0,16.0,64.53,45.18
43.0,1,1.82,26.2,86.92,6.3,5.4,5.3,6.5,7.0,5987.0,3.2,29.0,7.0,2.8,58.8,24.5,3.8,2.4,1.4,1.5,0.0,73.95,48.04
43.0,0,1.74,23.52,71.29,7.2,5.7,3.3,3.8,4.1,6654.0,4.1,36.0,6.3,3.8,67.3,20.5,2.0,1.6,2.5,1.9,16.0,74.27,56.16
48.0,0,1.78,18.51,58.8,7.0,6.9,4.7,3.6,5.0,4700.0,1.8,10.0,3.1,4.3,84.8,22.7,5.0,2.2,1.9,0.3,14.0,73.45,60.39
52.0,0,1.65,31.27,84.85,6.5,6.1,5.3,4.1,6.6,7132.0,3.3,41.0,6.9,4.4,128.5,46.3,4.7,0.7,0.7,1.1,6.0,60.75,40.81
64.0,1,1.77,21.34,66.74,7.7,6.7,6.8,3.8,5.2,8887.0,1.5,81.0,3.8,5.5,83.8,40.0,4.1,1.0,2.2,0.8,1.0,76.23,52.44
42.0,1,1.61,29.95,77.9,7.0,6.1,3.5,3.7,4.7,4751.0,3.4,12.0,7.9,2.5,89.4,26.0,5.9,1.8,1.5,0.9,1.0,74.66,58.58
33.0,0,1.77,20.03,62.84,6.4,5.6,6.0,5.7,6.9,4318.0,1.0,0.0,4.7,5.1,118.6,20.1,3.5,1.8,1.5,0.2,39.0,65.72,53.23
55.0,0,1.71,20.52,60.25,5.9,6.0,7.3,4.2,5.8,6643.0,4.9,31.0,5.7,3.0,84.0,25.9,2.7,2.0,1.8,0.3,18.0,71.04,36.65
31.0,0,1.74,23.42,71.26,5.8,5.4,5.9,5.1,6.7,6700.0,1.5,32.0,8.7,0.2,66.4,27.0,5.2,2.6,1.7,0.4,2.0,87.77,45.23
39.0,1,1.61,27.22,70.19,6.3,5.3,6.5,5.5,9.7,8322.0,4.4,67.0,7.0,2.1,81.7,15.1,5.8,0.1,2.0,0.9,7.0,78.09,45.47
22.0,1,1.63,29.11,77.2,5.2,3.1,4.9,4.6,7.6,4258.0,1.0,0.0,3.8,7.2,117.4,25.6,2.6,0.5,2.0,4.5,13.0,25.8,38.92
19.0,0,1.75,21.6,65.97,7.4,7.0,3.1,2.5,5.6,5704.0,1.7,23.0,4.0,5.9,91.4,35.6,6.9,1.7,0.9,0.5,27.0,65.99,74.46
63.0,0,1.62,16.09,42.45,6.3,5.5,5.6,2.0,5.1,4493.0,1.0,0.0,4.8,4.7,128.6,10.6,1.5,0.8,2.9,1.1,1.0,59.97,40.7
57.0,0,1.74,21.05,63.51,5.9,4.5,7.8,4.2,5.2,8893.0,3.3,71.0,6.8,2.3,104.8,31.6,3.8,4.9,1.4,0.7,4.0,77.33,19.48
51.0,1,1.59,32.37,81.91,7.1,5.2,3.7,3.7,4.5,5689.0,1.8,30.0,6.7,4.5,77.1,36.0,4.5,2.0,1.4,3.1,33.0,57.28,67.2
37.0,0,1.77,20.97,65.54,6.6,6.1,3.8,4.1,5.0,6072.0,1.7,24.0,4.3,7.2,91.0,20.5,3.7,1.4,1.8,0.1,0.0,68.69,60.22
26.0,1,1.6,25.85,66.3,6.0,5.5,6.6,4.0,7.3,4171.0,1.0,0.0,3.7,7.5,72.9,38.6,3.9,1.0,1.9,0.4,3.0,49.33,37.98
25.0,1,1.74,27.87,84.8,6.4,5.9,4.9,7.9,9.3,4325.0,1.0,0.0,6.6,3.9,76.6,19.5,8.7,1.0,2.9,0.5,48.0,70.2,69.33
30.0,0,1.75,19.37,59.32,5.3,2.1,4.4,2.0,2.8,7607.0,3.0,49.0,5.6,4.7,179.6,28.5,3.3,1.5,2.2,9.9,14.0,29.38,48.13
44.0,0,1.64,17.33,46.86,6.9,5.3,5.8,1.0,2.6,4387.0,2.8,0.0,10.0,0.0,110.4,22.5,9.9,1.6,2.3,1.7,5.0,77.51,61.68
52.0,0,1.75,22.16,67.59,6.3,5.5,6.8,4.5,6.3,6527.0,4.8,34.0,6.1,3.7,107.2,22.5,5.9,1.0,2.2,0.3,1.0,72.94,40.54
49.0,1,1.72,21.19,62.74,7.9,7.7,4.1,3.4,5.7,9693.0,3.1,98.0,9.6,0.0,77.5,20.1,5.2,1.2,2.1,0.6,0.0,100.0,60.98
31.0,1,1.66,20.22,55.51,6.1,6.2,4.8,4.5,6.7,6249.0,3.8,25.0,3.7,4.5,121.4,30.6,6.0,2.8,2.2,0.4,4.0,72.56,61.89
63.0,1,1.62,25.69,67.37,6.9,6.7,3.5,4.9,6.0,4892.0,3.1,9.0,2.9,8.2,112.0,31.8,10.1,2.9,0.8,0.3,32.0,59.91,87.02
53.0,1,1.54,32.5,77.37,5.2,4.4,4.1,5.9,8.6,6061.0,1.9,33.0,3.8,5.5,127.6,24.5,3.0,1.8,1.9,3.2,8.0,31.16,41.64
44.0,0,1.73,23.4,69.86,7.4,6.9,4.9,1.7,3.1,4551.0,1.0,0.0,8.4,2.8,126.7,14.1,2.8,0.2,2.7,1.4,19.0,74.57,58.03
47.0,1,1.57,30.08,74.6,6.8,5.3,1.3,3.2,5.0,10036.0,2.3,79.0,9.5,1.4,60.4,28.2,3.5,2.0,4.4,2.0,38.0,81.56,74.54
38.0,1,1.71,33.33,97.2,5.8,5.4,7.3,4.6,7.3,6863.0,2.9,57.0,4.4,6.1,67.8,28.4,5.1,3.1,1.3,0.8,8.0,50.63,46.79
30.0,0,1.68,23.01,64.86,5.0,4.0,7.8,5.2,6.5,5061.0,3.3,24.0,5.1,5.5,69.9,23.3,1.5,2.9,2.3,1.6,3.0,45.98,6.72
35.0,1,1.75,24.1,74.18,5.7,4.9,6.8,7.3,8.7,5609.0,1.1,4.0,3.7,5.7,71.1,39.9,5.0,2.2,1.7,0.6,11.0,58.7,49.92
54.0,1,1.68,22.21,62.36,7.6,7.1,2.9,5.4,8.0,5796.0,1.4,26.0,2.4,9.5,96.5,12.5,8.4,2.9,3.2,0.7,36.0,62.44,83.8
19.0,1,1.67,20.46,57.3,6.8,6.3,4.5,3.9,5.1,5725.0,3.9,27.0,7.4,2.6,78.7,7.3,5.3,1.6,1.2,2.1,24.0,73.12,69.97
23.0,1,1.76,19.8,61.23,8.6,7.7,4.6,2.7,4.3,6783.0,2.3,47.0,6.4,3.9,131.5,19.2,4.4,2.1,2.4,0.3,1.0,84.14,59.21
20.0,1,1.73,21.07,62.82,6.4,6.4,3.5,3.2,5.7,8752.0,2.4,69.0,6.0,3.3,128.1,30.7,3.8,0.8,1.2,1.9,18.0,75.84,62.31
20.0,1,1.73,25.33,75.39,4.9,3.9,4.6,3.1,7.2,5582.0,3.2,5.0,3.2,5.9,89.9,16.6,6.8,1.8,1.8,3.8,13.0,29.61,55.37
58.0,0,1.74,34.86,105.24,5.9,5.2,5.9,5.0,7.6,6583.0,2.6,49.0,9.3,1.2,129.1,17.2,3.3,2.8,2.0,0.3,36.0,75.15,49.48
51.0,0,1.58,23.82,59.26,5.8,3.8,5.3,4.4,6.9,7129.0,3.4,53.0,5.0,5.2,119.8,32.6,8.7,0.9,2.6,4.6,2.0,62.26,48.94
40.0,1,1.76,20.57,63.75,5.9,6.2,6.2,2.0,4.5,4867.0,2.9,17.0,7.1,2.1,81.0,28.7,8.9,0.6,1.4,0.2,11.0,79.44,63.58
23.0,0,1.75,22.57,69.05,6.2,5.7,4.7,3.3,4.3,4541.0,3.2,3.0,3.1,5.5,49.8,28.0,5.5,1.6,2.4,0.9,32.0,58.14,64.75
41.0,0,1.62,28.98,75.94,6.0,5.5,6.8,5.3,7.4,6701.0,2.3,35.0,5.6,3.1,85.6,31.3,5.0,1.3,2.0,1.9,8.0,67.28,38.99
40.0,0,1.68,26.19,73.95,6.0,4.0,2.6,4.5,6.5,5288.0,3.2,8.0,6.6,4.6,77.1,21.6,7.1,2.1,2.2,1.6,10.0,60.93,70.94
26.0,0,1.7,31.0,89.26,6.0,5.9,5.2,4.9,7.2,7398.0,4.1,50.0,6.7,2.7,94.1,22.0,7.2,1.0,2.6,0.2,1.0,77.65,48.36
38.0,1,1.69,11.78,33.6,5.6,4.2,4.5,4.6,6.7,5398.0,2.4,2.0,6.3,3.4,91.8,31.5,3.4,3.2,1.2,3.2,5.0,53.9,49.86
37.0,1,1.73,11.47,34.2,4.5,1.7,6.3,6.4,8.8,6644.0,3.9,49.0,7.0,4.5,91.3,14.2,3.9,0.2,2.5,7.2,6.0,40.4,21.77
47.0,0,1.81,19.0,62.56,7.6,6.9,3.1,4.4,6.0,5763.0,2.9,36.0,3.7,5.1,100.5,7.9,2.4,2.8,1.7,0.4,44.0,74.35,70.66
48.0,0,1.79,27.09,86.46,5.3,4.5,4.7,3.4,5.5,5866.0,3.7,19.0,6.4,2.9,65.7,21.5,5.8,0.7,2.7,4.5,5.0,45.87,54.01
20.0,0,1.6,18.28,46.52,6.1,6.6,5.9,2.6,3.4,5871.0,3.1,30.0,6.2,3.0,98.2,32.4,6.3,0.0,2.2,1.6,9.0,72.68,56.0
36.0,1,1.75,8.13,24.89,5.9,4.2,6.2,4.4,6.1,7208.0,3.0,65.0,6.5,5.2,81.2,27.0,2.3,1.7,1.9,5.5,17.0,65.18,42.17
47.0,1,1.81,24.08,78.57,6.6,5.8,6.7,0.5,3.9,3842.0,1.0,0.0,6.1,5.8,94.0,31.9,4.1,1.2,1.6,0.4,3.0,64.42,36.55
42.0,0,1.73,24.58,73.65,7.1,5.3,3.5,3.7,6.0,5672.0,4.2,26.0,3.5,7.3,109.1,8.9,2.3,0.4,2.5,3.1,10.0,57.9,54.48
58.0,1,1.79,16.79,53.65,6.7,6.8,5.1,3.7,5.7,4407.0,3.2,12.0,3.4,7.4,65.5,27.5,3.2,0.0,2.8,0.1,20.0,69.92,51.72
49.0,1,1.86,15.94,55.22,5.8,3.8,5.5,2.0,5.8,5466.0,3.5,33.0,1.6,7.8,84.4,30.2,6.1,1.5,1.7,4.3,30.0,44.76,46.8
26.0,1,1.78,17.46,55.45,6.3,5.6,6.8,2.6,3.2,4549.0,2.6,11.0,7.6,4.3,87.6,14.2,3.5,2.5,1.3,2.2,15.0,62.5,58.34
21.0,1,1.72,24.22,71.66,6.6,6.1,2.8,5.2,6.1,3468.0,1.0,0.0,7.7,2.6,79.7,31.9,4.4,2.1,2.4,0.9,17.0,72.94,70.01
48.0,0,1.78,19.05,60.61,5.5,5.3,6.4,4.3,8.1,4346.0,3.6,0.0,7.7,3.2,108.0,24.1,1.7,1.6,1.1,0.4,2.0,53.87,35.73
19.0,1,1.71,26.42,77.41,5.6,3.6,5.2,4.2,6.2,8058.0,3.1,84.0,6.6,3.3,75.6,49.6,5.4,2.0,1.2,3.4,44.0,75.45,63.1
46.0,0,1.7,9.38,27.18,6.7,5.6,5.5,4.5,6.2,6531.0,2.9,41.0,1.7,8.0,78.9,7.6,4.9,1.5,1.4,1.8,2.0,55.04,50.04
62.0,1,1.67,20.44,57.15,7.3,5.9,3.3,4.1,4.9,6947.0,4.0,45.0,3.9,7.7,75.8,36.0,3.5,0.1,1.8,0.9,22.0,63.32,59.0
45.0,1,1.83,15.94,53.11,6.7,5.7,4.0,5.9,8.3,5664.0,2.4,28.0,6.3,4.2,111.8,21.8,4.6,0.1,1.2,1.2,5.0,65.13,49.52
36.0,1,1.63,24.76,66.15,5.1,4.5,2.5,4.2,6.7,6855.0,1.2,38.0,6.3,5.2,80.2,12.1,5.4,1.3,0.8,3.5,41.0,47.34,67.34
48.0,1,1.82,18.64,61.93,7.8,7.6,1.7,1.8,2.7,5043.0,3.1,29.0,5.6,4.7,99.2,20.8,3.4,1.3,1.3,0.8,19.0,83.61,78.19
40.0,0,1.74,27.07,81.97,5.7,5.6,6.1,6.4,8.3,6564.0,4.2,49.0,6.7,2.4,129.5,27.2,2.0,2.4,2.4,0.2,21.0,80.24,39.85
44.0,1,1.59,16.7,42.11,6.1,4.2,6.3,4.6,6.2,5960.0,4.6,35.0,6.0,3.4,88.5,33.3,8.6,2.3,1.2,4.8,4.0,60.67,45.85
62.0,1,1.73,23.63,70.68,6.9,7.1,3.5,3.1,5.4,4524.0,2.9,3.0,6.2,3.9,112.2,38.8,3.7,2.1,1.8,1.0,9.0,68.42,68.63
36.0,1,1.53,33.39,78.38,7.1,6.2,4.6,2.1,3.0,5813.0,3.0,28.0,4.7,4.7,123.4,36.4,4.8,1.2,3.2,0.9,14.0,57.39,64.03
63.0,0,1.75,31.95,97.85,5.5,4.7,6.1,4.6,7.8,5072.0,1.0,0.0,8.0,0.9,110.5,17.3,7.0,0.1,2.0,0.5,22.0,47.92,45.99
61.0,0,1.77,20.02,62.77,6.1,4.9,4.5,3.8,6.7,6499.0,2.7,48.0,5.1,6.1,89.7,34.0,12.1,1.9,2.2,4.6,2.0,60.9,60.95
27.0,0,1.65,27.41,74.87,6.2,6.1,2.0,6.4,8.0,3303.0,1.0,0.0,3.3,6.1,102.8,28.1,2.5,2.0,1.4,0.5,49.0,50.43,72.35
21.0,1,1.71,14.69,42.94,6.5,5.3,4.3,3.5,5.3,6903.0,2.9,33.0,4.5,5.7,64.3,19.8,5.9,0.0,3.3,2.0,33.0,70.45,56.31
23.0,1,1.86,9.9,34.12,5.3,4.0,5.3,2.7,4.6,3285.0,1.0,0.0,5.3,5.0,74.4,23.3,3.6,0.7,1.7,4.3,5.0,36.33,43.59
19.0,0,1.66,30.02,82.67,7.7,7.3,4.7,5.3,6.6,5588.0,3.7,21.0,8.0,1.4,77.9,19.3,3.9,0.8,1.9,0.1,26.0,73.83,65.95
22.0,1,1.62,26.8,69.92,6.8,5.5,5.0,5.4,6.9,6651.0,3.8,52.0,5.9,5.5,134.8,25.3,3.6,1.6,2.8,3.5,11.0,67.6,59.26
50.0,1,1.82,26.51,87.68,7.2,6.7,5.9,4.3,6.0,7661.0,2.8,78.0,5.6,3.3,73.7,19.2,2.7,0.7,1.9,1.1,9.0,84.99,43.12
21.0,1,1.86,14.32,49.4,4.3,3.5,7.1,5.0,8.6,3813.0,1.0,0.0,3.5,6.8,73.5,16.8,4.9,1.5,2.0,2.1,6.0,33.52,35.53
33.0,1,1.7,26.91,77.8,5.9,5.7,9.6,3.9,6.9,7755.0,3.5,55.0,7.6,2.7,69.1,28.8,2.1,1.3,1.8,0.9,13.0,82.18,4.14
58.0,1,1.78,30.91,98.03,6.0,5.1,5.0,4.4,7.3,4826.0,3.2,24.0,4.7,5.2,101.2,30.0,6.9,1.3,1.8,2.4,20.0,53.75,52.32
19.0,1,1.81,23.36,76.3,5.9,5.3,8.3,5.7,8.1,5183.0,2.2,15.0,5.8,2.9,92.9,23.5,5.1,0.8,2.2,0.6,8.0,73.2,8.66
56.0,0,1.64,27.55,74.15,7.0,6.5,5.4,4.9,5.8,7805.0,2.9,57.0,9.0,1.9,111.7,35.9,5.8,0.9,2.3,0.0,15.0,96.47,58.19
31.0,1,1.66,25.41,70.13,5.5,3.6,4.8,3.7,5.7,5058.0,3.1,28.0,7.0,3.7,103.4,22.9,4.1,0.4,1.6,5.9,18.0,53.81,42.9
24.0,1,1.8,14.36,46.44,6.3,5.3,6.1,6.0,9.0,7141.0,2.2,54.0,2.7,6.6,62.4,22.6,4.3,1.9,1.5,0.0,19.0,63.61,42.82
51.0,1,1.83,26.83,90.33,6.2,4.6,2.4,0.5,1.2,5416.0,2.7,10.0,2.5,8.2,73.9,30.3,5.6,2.1,1.6,3.5,1.0,45.9,67.34
48.0,1,1.75,19.98,60.84,5.1,5.0,6.4,7.1,9.7,5122.0,2.8,13.0,5.9,4.5,117.3,23.9,2.7,0.7,1.2,0.4,29.0,46.95,37.04
59.0,1,1.63,29.21,77.57,7.7,6.2,2.4,1.4,5.8,7977.0,3.1,68.0,3.6,5.1,85.9,25.7,4.3,3.0,1.0,1.0,9.0,69.93,66.22
53.0,0,1.86,13.47,46.55,7.1,5.3,4.7,3.1,6.1,9022.0,1.2,80.0,7.3,1.8,113.8,5.0,3.3,1.2,2.2,3.5,5.0,82.73,39.1
56.0,0,1.66,19.04,52.31,5.7,6.6,6.5,3.9,7.4,5512.0,2.9,31.0,6.1,5.1,87.0,25.1,3.2,3.0,2.6,0.5,4.0,77.54,46.9
31.0,0,1.67,32.69,91.53,4.8,3.1,7.9,3.8,6.0,4557.0,1.0,0.0,6.3,4.0,70.6,10.4,0.8,0.9,2.5,4.0,10.0,31.73,2.51
26.0,0,1.73,21.71,64.79,4.8,4.2,6.5,5.5,8.5,6116.0,3.0,26.0,4.6,4.8,83.9,15.2,7.7,0.0,0.6,1.4,33.0,42.57,44.69
53.0,1,1.82,27.58,91.8,7.7,6.5,4.7,2.4,3.7,6258.0,4.0,37.0,9.5,0.0,70.6,14.3,3.6,1.9,1.9,0.9,7.0,88.95,60.69
56.0,1,1.77,22.01,68.83,6.6,5.6,4.9,4.4,7.2,5810.0,5.0,28.0,10.0,0.0,78.7,16.7,7.3,1.7,1.3,2.2,21.0,81.43,66.72
65.0,0,1.73,14.11,42.37,6.5,5.6,6.7,3.1,5.8,6001.0,3.7,42.0,5.4,4.1,94.0,20.6,7.1,1.5,2.1,0.8,2.0,72.31,48.51
37.0,0,1.74,27.63,83.38,6.7,6.0,4.1,4.4,6.7,4679.0,1.8,23.0,6.7,2.4,100.2,21.1,2.4,0.9,1.7,0.9,10.0,71.63,57.49
35.0,1,1.7,21.07,61.15,7.2,5.6,4.2,3.9,7.2,7517.0,2.7,62.0,6.2,2.1,58.2,30.3,2.8,1.5,2.4,2.6,60.0,75.13,75.47
54.0,0,1.74,26.44,80.48,6.6,6.6,2.3,4.1,5.6,4279.0,3.6,5.0,5.5,5.7,89.7,26.8,10.1,1.0,2.0,0.7,22.0,67.76,93.17
34.0,1,1.5,31.38,70.38,6.7,6.3,4.4,3.2,5.0,8034.0,3.5,58.0,4.3,6.6,78.3,9.8,8.5,1.2,0.9,0.4,4.0,57.52,60.53
62.0,1,1.68,16.67,46.85,7.3,5.3,4.4,3.2,5.3,9423.0,4.0,83.0,3.8,4.9,77.0,25.7,4.9,2.3,1.4,3.3,10.0,63.82,53.88
58.0,1,1.72,24.51,72.46,6.1,5.3,6.0,4.4,5.4,4432.0,2.9,6.0,3.7,6.4,92.7,27.5,5.5,1.7,2.0,3.3,4.0,52.29,47.45
38.0,0,1.61,39.82,102.94,4.7,3.9,7.0,5.4,7.6,4595.0,1.0,0.0,6.8,2.3,79.0,22.4,3.7,2.1,2.1,1.4,8.0,42.6,35.37
53.0,0,1.73,25.83,77.39,6.6,5.1,5.0,3.1,3.4,6362.0,4.8,47.0,5.0,4.8,117.6,24.5,5.9,1.3,1.2,1.5,23.0,58.38,67.44
53.0,1,1.68,24.39,69.14,6.7,5.6,5.4,2.7,5.7,4539.0,1.0,0.0,1.0,8.7,113.8,26.5,3.6,1.2,1.1,2.4,22.0,42.36,55.17
23.0,1,1.84,25.43,86.13,5.8,6.2,7.0,4.9,7.0,4582.0,2.0,16.0,6.9,2.7,113.6,31.1,0.9,0.3,2.0,1.4,4.0,74.75,28.69
60.0,0,1.83,21.95,73.16,6.7,5.2,7.0,4.0,5.4,8462.0,4.5,64.0,5.9,6.1,80.1,12.4,2.4,1.1,1.2,1.1,38.0,65.7,44.33
42.0,1,1.66,26.46,73.14,4.8,1.2,3.0,5.2,6.4,7666.0,1.5,61.0,8.7,0.9,70.8,23.0,5.0,0.0,1.0,10.0,13.0,38.29,45.24
57.0,0,1.69,18.82,53.63,7.0,6.9,8.0,2.6,4.4,8310.0,1.0,88.0,6.7,2.4,91.6,37.1,2.7,0.9,1.7,0.3,7.0,87.57,35.14
33.0,1,1.69,25.61,73.51,6.2,5.1,4.3,1.3,4.0,6859.0,3.8,42.0,3.0,6.2,87.0,36.3,4.9,1.4,1.7,1.8,10.0,57.15,58.27
60.0,0,1.66,30.9,85.53,4.2,3.4,6.3,3.2,5.7,4405.0,1.0,0.0,1.5,9.5,77.8,31.8,2.9,2.1,1.5,4.3,14.0,6.98,34.0
36.0,1,1.72,19.52,57.46,7.0,5.5,4.5,2.9,4.1,6030.0,3.4,38.0,4.6,3.8,66.5,29.3,3.4,1.2,1.6,2.3,12.0,62.65,49.48
19.0,0,1.64,34.0,91.37,6.9,5.3,3.6,3.9,5.0,4909.0,1.7,18.0,4.7,4.5,89.2,38.2,6.7,1.8,2.0,4.3,10.0,44.22,61.06
61.0,0,1.61,26.49,68.62,6.2,6.6,5.8,3.0,5.7,5677.0,2.9,29.0,7.9,3.6,81.9,40.3,5.5,0.0,1.6,0.8,11.0,77.35,54.13
22.0,0,1.75,18.51,56.68,5.6,4.7,7.3,5.1,6.4,4814.0,2.7,30.0,6.0,4.3,103.8,24.0,5.0,1.4,2.0,0.6,3.0,75.07,39.16
33.0,0,1.75,27.73,84.96,6.6,5.7,4.8,3.6,5.6,3266.0,2.5,7.0,8.3,1.9,103.3,17.2,6.8,0.0,1.8,3.8,25.0,70.34,61.29
63.0,1,1.64,24.56,65.7,6.6,6.3,4.3,4.2,6.3,7341.0,4.4,45.0,3.4,8.8,112.0,22.8,6.0,0.3,2.1,1.0,12.0,66.73,63.22
63.0,1,1.77,25.93,81.39,4.5,3.1,10.0,4.2,6.5,3588.0,1.0,0.0,7.9,2.3,64.8,49.8,7.9,1.3,2.5,2.5,2.0,49.2,8.63
45.0,0,1.65,24.12,65.62,6.5,6.4,7.0,4.3,7.2,5493.0,3.3,9.0,7.4,1.8,98.0,12.4,4.1,2.8,2.5,0.3,22.0,75.53,51.15
48.0,0,1.72,23.35,69.1,6.1,5.1,5.0,4.0,4.7,6576.0,4.2,32.0,2.0,7.8,75.5,21.2,4.1,1.9,2.8,2.8,40.0,54.72,62.87
39.0,1,1.77,24.83,77.4,6.3,5.6,3.2,4.8,4.9,4784.0,1.0,0.0,8.6,0.2,65.6,13.7,2.4,1.5,2.5,1.6,44.0,78.94,69.41
32.0,1,1.7,25.81,74.36,7.7,7.1,4.2,2.8,4.2,7260.0,4.2,60.0,6.2,5.1,81.4,26.0,4.1,1.5,2.1,0.6,7.0,83.67,62.65
33.0,1,1.74,13.29,40.07,4.9,4.3,6.1,6.1,9.9,3196.0,1.0,0.0,6.8,3.8,111.4,15.4,6.9,0.8,1.7,1.4,2.0,47.16,30.39
50.0,0,1.66,19.33,53.18,5.6,4.8,6.9,3.6,7.7,6539.0,3.4,51.0,4.3,6.9,82.6,24.1,7.6,1.0,1.8,2.4,11.0,63.25,49.39
53.0,0,1.68,29.59,83.94,6.0,5.9,3.8,2.0,5.9,3777.0,1.0,0.0,8.6,2.7,121.3,9.4,6.9,1.9,1.5,0.0,2.0,81.15,64.64
55.0,1,1.68,24.0,68.02,6.8,6.2,2.9,4.3,6.1,4436.0,3.6,27.0,3.6,6.0,101.0,29.9,1.4,0.1,2.0,2.0,41.0,64.85,59.98
55.0,0,1.64,23.1,62.14,7.0,5.4,5.1,2.7,2.9,6784.0,2.6,50.0,7.7,1.4,82.1,34.8,7.2,2.1,2.4,1.6,3.0,80.21,66.56
22.0,1,1.69,17.46,49.62,7.6,7.6,6.4,5.0,4.7,9789.0,1.7,98.0,7.6,2.3,113.2,21.9,1.3,1.1,1.6,0.5,4.0,96.02,44.5
41.0,0,1.58,21.66,53.8,6.3,4.6,4.7,7.3,8.7,5698.0,4.0,39.0,4.1,5.1,98.9,23.9,6.8,2.3,2.0,2.8,8.0,57.33,52.07
21.0,1,1.66,14.38,39.67,7.1,6.8,3.5,2.8,4.6,3480.0,1.0,0.0,10.0,0.2,71.3,23.7,4.3,2.5,1.6,0.7,7.0,88.84,70.71
44.0,0,1.68,24.34,68.48,6.2,5.8,7.0,4.5,7.8,7463.0,3.3,60.0,6.5,4.7,127.2,26.4,6.4,0.0,2.1,0.6,24.0,83.1,47.91
39.0,1,1.68,21.63,61.02,6.4,5.1,5.9,1.4,4.2,5755.0,2.5,26.0,7.3,2.5,95.2,24.7,2.3,0.9,1.7,1.3,9.0,72.34,49.51
60.0,0,1.68,19.65,55.5,6.9,6.1,3.4,4.7,6.9,5970.0,1.4,40.0,2.9,7.2,90.4,31.1,7.3,0.6,1.6,2.3,3.0,66.52,60.94
34.0,1,1.7,24.01,68.98,6.0,3.7,3.5,2.7,3.8,7425.0,3.1,55.0,10.0,0.0,72.9,34.9,2.1,0.0,1.6,5.3,5.0,76.61,53.71
24.0,0,1.74,24.97,75.46,5.5,5.9,4.4,3.1,4.1,4068.0,1.0,0.0,3.6,7.3,113.6,18.5,3.7,0.5,2.3,0.3,11.0,56.56,52.87
25.0,1,1.77,32.37,101.4,6.7,5.7,6.8,2.3,4.6,5024.0,1.5,17.0,8.0,1.3,100.3,22.5,3.0,3.9,1.9,1.0,2.0,69.12,52.42
54.0,1,1.65,17.42,47.32,6.0,5.0,7.2,5.1,7.8,4770.0,3.0,18.0,4.0,3.8,102.6,32.2,1.5,2.1,1.7,0.1,14.0,65.46,25.78
47.0,1,1.6,33.98,87.39,5.3,5.2,7.4,5.5,7.9,6444.0,2.2,52.0,4.8,5.7,79.8,13.6,5.2,3.4,2.2,2.8,13.0,43.06,39.57
23.0,1,1.62,32.37,84.6,8.1,7.2,1.6,4.0,5.0,7765.0,3.3,49.0,7.6,3.4,106.7,9.2,8.6,2.3,1.8,1.2,19.0,68.51,89.36
